,P1,P2
0,-0.4899491247878725,-0.6799760659838963
1,-0.5190988329755625,0.5448274991311166
2,0.3306330282545633,0.26887936938206486
3,-0.4816563877184296,-0.09760981578043094
4,-0.5635116086655868,-0.48250586648537713
5,0.3360754690150844,-0.23509659050179088
6,0.756177982163204,0.38888043698176833
7,0.5764727259061875,-0.26194640050685913
8,-0.1850314248721129,-0.25440185521137887
9,-0.21736268672809705,-0.12438684597189283
10,0.6054318753227661,-0.24744501625158682
11,-0.33438632069291657,-0.45744883742317666
12,0.8859028614022674,-0.021818909999092386
13,0.7665620872785195,0.0452830643776917
14,-0.736176236142605,-0.1261998327778229
15,0.06395055146975707,0.6897559553565611
16,-0.5676588943359955,0.1386529155091935
17,-0.026647866257441078,-0.6969672853676862
18,0.2948820531834523,0.20730382288111995
19,0.2949622112880996,0.16321982430207926
20,0.10466810679401914,0.0571059529357723
21,0.593173537974295,0.7150449192639687
22,0.6010077634836082,-0.4232969831852982
23,0.2774546920727516,0.79265701924063
24,-0.6627927885448273,0.5248194633422614
25,0.5813495609689056,-0.3780858364722839
26,-0.7490497189838436,0.011314663548881788
27,0.5145275426045455,-0.4333072627711915
28,-0.1487744979778631,0.9130309513303441
29,-0.0731212449403092,-0.42440166419469816
30,0.33127282249717416,0.8979557845710228
31,0.7784887315698578,0.15008065344019894
32,-0.40219883319346506,0.6073200106150491
33,0.32142434019995647,-0.13042148574185297
34,0.2644872689676707,0.31449438925314444
35,-0.7112896339213312,-0.3145990705794524
36,-0.4474553705056525,0.8342319044738175
37,0.4986034644254542,0.8418052936717815
38,-0.5164671481858601,0.7878191372773251
39,-0.12321483458253722,0.4459639337449985
40,-0.7228733559235444,-0.03685948808459308
41,0.16522681977767276,0.5313273056787576
42,-0.5405436692564143,0.014754125117433488
43,-0.7375195335044717,-0.2649107577366461
44,0.6852763756616977,0.3970707000959761
45,-0.4326806756559725,-0.14313886270565127
46,-0.24052792760819922,-0.2807130857739122
47,-0.7261124078837209,0.48323905370879355
48,0.8663798803490587,0.08375569670474048
49,-0.6504402323333295,-0.2382409434874315
50,-0.13447884284190453,0.9231580478363588
51,0.601555987893826,0.052667978856028835
52,-0.8225791434310424,-0.03435534292250514
53,0.14039100219082648,0.19870514173162646
54,0.19267947501441657,-0.7076080536080247
55,-0.311292089400611,-0.15194348720897086
56,-0.604003385400948,0.47359130112834086
57,0.6390155339199616,0.4617895027884485
58,-0.7420716885676281,0.18026630865269228
59,-0.3232302009709497,0.6489863359109608
60,-0.47113716269165284,-0.15745314388420137
61,-0.5896979552928359,-0.4075842669878118
62,-0.6494299672135726,0.4593145516117896
63,-0.3022475996041555,-0.46971461228160283
64,0.6837876224989947,0.24750833502628716
65,-0.02787623545060979,-0.32598224215933513
66,-0.4969414773920987,-0.18316826754775992
67,-0.7794690998354258,0.138133394927354
68,0.23524839960244195,0.24475079928962
69,-0.2692353016411827,-0.20114246913466155
70,0.23678967559646139,0.5651055298001759
71,0.07684347841430794,0.7296631555028934
72,-0.4145915299835255,0.04919210788487842
73,-0.009138341564109016,-0.3262992756949959
74,-0.29981095644509975,-0.4031290423318659
75,0.3853715825940317,0.32493104178902904
76,0.3605786641689389,0.3532047674582092
77,0.3075348937700722,-0.527463761046282
78,-0.40339162781633287,-0.0766486826543619
79,-0.20900963694171248,0.9018604344356299
80,0.45657021022873095,-0.603897901603117
81,-0.464566720255374,-0.015574432085102008
82,0.08098792648888313,-0.19323263592302625
83,0.2125882880972094,-0.49529738806706747
84,0.6004357952758066,0.5246606059642795
85,0.4599941264399828,0.25661139975722824
86,0.2006253002752503,1.0064132533239438
87,0.2883112891692477,1.0210685837258928
88,-0.6343829776488416,0.08559454537153448
89,-0.5926411492460231,0.7324617529238571
90,0.4781868917416071,0.595879444802046
91,0.12141156790027458,0.7271182477116617
92,-0.6933785189985368,-0.3266928846725242
93,-0.5180886330120038,-0.41126862126290314
94,-0.46137978092554055,-0.28841272088930675
95,-0.6469857639371428,-0.2962729449709952
96,0.13172494347477937,0.06737539502736466
97,-0.7410286300125783,0.43640895424766823
98,0.005001321778560625,-0.36835736301917754
99,-0.3040232730757887,-0.24558837482416052
100,-0.4104807941467048,-0.4668487594575457
101,0.4789752884422853,-0.4056454929800059
102,0.7224437707280611,0.48456560486613476
103,0.41055472972798646,-0.3269507721454631
104,-0.7193594729673165,-0.22418417636744936
105,-0.6724338961383922,0.47433964701667963
106,0.6816671327831004,-0.33644973707368714
107,-0.4182612927872719,0.7413238914434039
108,0.17468944235102027,-0.365146572894731
109,0.38952520301788895,0.9767861269599011
110,0.8585143152196162,-0.17950772891101177
111,-0.7280667771538915,0.0055839731944544654
112,0.5860463157410951,0.7450325749064388
113,-0.5729134296858018,0.6796720470058751
114,0.47671069449160913,-0.17899610671242008
115,0.8107693612502022,-0.09162670105481566
116,0.44289541222225703,-0.24621220556816056
117,-0.7716273777086073,0.12757670098931814
118,0.0155492348489014,-0.3221615752323326
119,-0.8183081899541348,0.17130787610846843
120,0.5354595144006661,0.862424342606826
121,-0.22512327382088598,0.07901303600406666
122,0.6403803399269107,0.2598359355251096
123,-0.8106604396873116,0.05801950464458291
124,-0.24224165477073006,0.7955225555799165
125,0.45972583385353716,0.40540441701296287
126,-0.4386766827100289,-0.30190278559188377
127,0.56059924678649,0.2310945585417146
128,-0.2885517956338038,0.8941178129609993
129,-0.3160330164046825,0.013281915067830007
130,-0.25428594670872534,-0.2598580387382431
131,0.6122162949561276,0.3209733796505259
132,0.057387914841732106,-0.730148898347424
133,-0.2531729435359502,0.9003143895920055
134,0.6096097095076785,-0.34720696782101823
135,-0.03746782590374887,-0.3902480669374004
136,0.6979640907555088,0.4218601579660595
137,0.5598086053508191,0.03143525099851975
138,0.4963110093066694,0.6129596013807143
139,0.26565183604339204,0.22479803187504227
140,-0.2959157976207163,-0.5125842452827132
141,-0.7432065558321369,-0.0008712805611984537
142,-0.6186597853766068,0.6808058015691302
143,0.24904214755405635,0.6661009158481995
144,0.8103995318827214,0.4113694549126087
145,-0.4597243690592346,0.06519854974686624
146,0.5186092152210419,-0.129219401703973
147,-0.4878879875734702,-0.07051759000294333
148,0.1957864581804748,-0.4920682221032917
149,0.5280512123333114,0.23808497683094565
150,0.19989710149534268,0.522057024290003
151,0.805963859805934,0.31660213448427316
152,0.7059594428156032,-0.12448646522463933
153,0.45200264455203365,0.8485381028946598
154,0.9219109914977371,-0.07614245920272206
155,0.1523685384770064,0.1227819523189736
156,0.25489532907308515,0.915147699382425
157,-0.7192372827627757,-0.14245483467269165
158,0.660671536307647,0.5375238588858211
159,-0.644501155825291,-0.37961891580695695
